Name,Mark,Date,Message
XL-Axiata,Spam,6/13/2018 10:23,Tahukah Anda? Temukan penawaran spesial dan kejutan lainnya di MyXL Play. Klik bit.ly/myxl_andro utk Download MyXL. XFO09A
XL-Axiata,Spam,6/15/2018 8:38,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR55F"
XL-Axiata,Spam,6/19/2018 10:11,Anda mendptkan BONUS Internet 500MB utk 7hr! Segera aktifkan dgn isi ulang pulsa min. 5rb HARI INI. Info 817 XAE81G
XL-Axiata,Spam,6/20/2018 8:47,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR55A"
XL-Axiata,Spam,6/21/2018 10:51,Anda mendptkan BONUS Internet 500MB utk 7hr! Segera aktifkan dgn isi ulang pulsa min. 5rb HARI INI. Info 817 XAE81G
XL-Axiata,Spam,6/21/2018 19:41,"Isi ulang Rp50000.0 berhasil. Kode transaksi 66510621106198. Registrasi ulang nomor XL-mu, cek di *123*4444#"
XL-Axiata,Spam,6/21/2018 19:45,"Terima kasih telah melakukan isi ulang pulsa, mohon menunggu proses aktivasi BONUS. Info lanjut hubungi 817 XAE81G"
XL-Axiata,Spam,6/21/2018 19:45,Pkt Bonus Internetan 500MB 7hr Anda akan segera aktif. Nikmati kuotanya di 2G/3G/4G. Mohon tunggu SMS berikutnya. Info 817
XL-Axiata,Spam,6/21/2018 19:46,"Terima kasih sdh isi pulsa, nikmati BONUS Internet 500MB berlaku 7 hari mulai hari ini. Cek Penawaran SPECIAL tiap hr di *123#. Info 817 XAE81G"
XL-Axiata,Spam,6/23/2018 11:06,Kami menyambut Anda! Nomor Anda terpilih utk bersaing mendapatkan uang Rp 90 juta TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF11A
XL-Axiata,Spam,6/24/2018 16:10,"Nonton Piala Dunia dgn kualitas HD di KLIX TV. Sekarang dgn UNLIMITED KUOTA khusus pelanggan XL, Download di https://goo.gl/dmvg98 .S&K Info 817 VA740A"
XL-Axiata,Spam,6/25/2018 8:59,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR55A"
XL-Axiata,Spam,6/26/2018 12:01,Anda mendptkan BONUS Internet 500MB utk 7hr! Segera aktifkan dgn isi ulang pulsa min. 5rb HARI INI. Info 817 XAE76G
XL-Axiata,Spam,6/27/2018 12:01,Kami menyambut Anda! Nomor Anda terpilih utk bersaing mendapatkan uang Rp 90 juta TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,6/28/2018 9:30,Anda mendptkan BONUS Internet 500MB utk 7hr! Segera aktifkan dgn isi ulang pulsa min. 5rb HARI INI. Info 817 XAE76G
XL-Axiata,Spam,7/1/2018 16:24,Terima kasih telah menjadi pelanggan setia XL. Pastikan pulsa Anda selalu cukup untuk kelancaran berkomunikasi. Cek pulsa di *123#. Info 817 XAE71G
XL-Axiata,Spam,7/2/2018 12:13,Pelanggan YTH! Nomor Anda terpilih utk berkesempatan menang Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,7/2/2018 15:40,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR65A"
XL-Axiata,Spam,7/2/2018 17:26,"Pkt Xtra Combo Lite 11GB, 30hr sdh aktif. Nikmati 6GB+4GB(4G), Bonus Kuota 4GB(4G)kota tertentu, 1GB Youtube & 15mnt semua operator s.d 01-08-18 00:00."
XL-Axiata,Spam,7/5/2018 16:16,Cuma XL yg selalu ada utk membantumu terhubung dg kerabat dan teman2! Yuk isi ulang dan nikmati terus tarif hemat utk pelanggan setia XL! Info817 XAS01A
XL-Axiata,Spam,7/6/2018 11:50,Pelanggan YTH! Nomor Anda terpilih utk berkesempatan menang Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF11A
XL-Axiata,Spam,7/7/2018 18:03,Nonton Piala Dunia dg kualitas HD di KLIXTV dg UNLIMITED KUOTA khusus pelanggan XL. Download di https://goo.gl/dmvg98 atau Klixtv.com .S&K Info:817 VA740A
XL-Axiata,Spam,7/8/2018 17:05,Nonton Piala Dunia dg kualitas HD di KLIXTV dg UNLIMITED KUOTA khusus pelanggan XL. Download di https://goo.gl/dmvg98 atau Klixtv.com .S&K Info:817 VA740A
XL-Axiata,Spam,7/9/2018 9:49,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR55A"
XL-Axiata,Spam,7/10/2018 14:55,"Mulai 10 Juli 2018, berlaku pembulatan tarif per 10 detik untuk nelpon ke operator lain. Nelpon & SMS ke XL tetap GRATIS TANPA BATAS. Info 817 XP600B"
XL-Axiata,Spam,7/11/2018 10:02,"**Selamat Datang**
 
 Nikmati layanan XL terbaik! Akses *123# atau MyXL utk cek pulsa, info kartu & beli paket yang paling cocok buat kamu. Info 817. XNZ01A"
XL-Axiata,Spam,7/12/2018 14:55,Pelanggan YTH! Nomor Anda terpilih utk berkesempatan menang Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,7/13/2018 9:13,Tahukah Anda? Temukan penawaran spesial dan kejutan lainnya di MyXL Play. Klik bit.ly/myxl_andro utk Download MyXL. XFO09A
XL-Axiata,Spam,7/13/2018 11:20,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR67F"
XL-Axiata,Spam,7/14/2018 11:59,(XL) Sisa kuota di jaringan 2G/3G/4G Pkt Xtra Combo Anda kurang dari 1227MB. Cek total kuota di *123*7# atau my.xl.co.id. Info 817
XL-Axiata,Spam,7/15/2018 13:16,"Maaf, kode voucher atau nomor MSISDN yang anda masukan salah. Info 817"
XL-Axiata,Spam,7/15/2018 13:17,"Xtra Combo Lite 21GB,30hr aktif. Nikmati 12GB+8GB(4G), 1GB youtube, Bonus Kuota 4GB(4G) & 12GB(2G/3G/4G) kota tertentu &15mnt semua operator s.d 14 Aug 2018 00:00"
XL-Axiata,Spam,7/15/2018 14:43,Terima kasih telah menjadi pelanggan setia XL. Pastikan pulsa Anda selalu cukup untuk kelancaran berkomunikasi. Cek pulsa di *123#. Info 817 XAS01D
XL-Axiata,Spam,7/16/2018 8:56,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,7/16/2018 17:03,"Abis keasikan streaming bola kemarin terus kehabisan pulsa? Ga perlu khawatir, km bisa pakai PULSA SIAGA sekarang juga, cek di *911#. INFO 817 VA743A"
XL-Axiata,Spam,7/17/2018 10:27,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XAS03G"
XL-Axiata,Spam,7/18/2018 9:00,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,7/18/2018 11:17,Pelanggan YTH! Nomor Anda terpilih utk berkesempatan menang Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,7/18/2018 16:40,Terima kasih telah menjadi pelanggan setia XL. Pastikan pulsa Anda selalu cukup untuk kelancaran berkomunikasi. Cek pulsa di *123#. Info 817 XAS06C
XL-Axiata,Spam,7/20/2018 11:42,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57F"
XL-Axiata,Spam,7/25/2018 9:19,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,7/25/2018 12:05,Pelanggan YTH! Nomor Anda terpilih utk berkesempatan menang Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,7/26/2018 15:18,Cuma XL yg selalu ada utk membantumu terhubung dg kerabat dan teman2! Yuk isi ulang dan nikmati terus tarif hemat utk pelanggan setia XL! Info817 XAS01A
XL-Axiata,Spam,7/27/2018 9:51,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57F"
XL-Axiata,Spam,7/27/2018 12:41,Pelanggan YTH! Nomor Anda terpilih utk berkesempatan menang Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,7/27/2018 14:50,"Aneka paket nelp hemat ke operator lain, bisa Anda temukan sekarang di *123#. Info 817 XAS01B"
XL-Axiata,Spam,7/27/2018 17:36,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,7/27/2018 17:53,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,7/28/2018 17:45,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11B
XL-Axiata,Spam,7/30/2018 8:51,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,7/30/2018 12:37,Pelanggan YTH! Nomor Anda terpilih utk berkesempatan menang Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,8/1/2018 12:11,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,8/4/2018 14:20,3 HARI lagi kartu XL Anda akan masuk MASA TENGGANG. Segera ISI ULANG PULSA di outlet/ATM terdekat. Abaikan pesan ini jika sudah isi pulsa. Info 817 XJ005A
XL-Axiata,Spam,8/6/2018 16:08,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,8/7/2018 11:50,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XLE84A"
XL-Axiata,Spam,8/7/2018 16:40,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,8/8/2018 11:57,Pelanggan YTH! Nomor Anda terpilih utk berkesempatan menang Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,8/8/2018 14:24,Kartu XL Anda saat ini dlm MASA TENGGANG. Segera ISI ULANG PULSA di outlet/ATM terdekat agar komunikasi tetap lancar. Abaikan jk sdh isi pulsa. Info817 XJ005B
XL-Axiata,Spam,8/9/2018 12:20,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XAS05G"
XL-Axiata,Spam,8/10/2018 9:18,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XLE84D"
XL-Axiata,Spam,8/10/2018 10:50,"Samsung Galaxy Note 9 + SmartTV hanya Rp1 dg XL PRIORITAS. Bonus Unlimited Internet, Netflix, JOOX. Preorder di Xplor Central Park Mall 10-19 Agust'18. S&K."
XL-Axiata,Spam,8/11/2018 10:36,"No XL Anda tlh msk masa tenggang.Sgr isi ulang min Rp5rb agar pulsa dan kuota Anda tdk hangus,BONUS 60mnt telp sesama XL utk 7hr. XAT04I"
XL-Axiata,Spam,8/13/2018 17:32,"Pkt Xtra Combo Lite 21GB, 30hr, 91.900 diperpanjang pd jam 23:59. Pastikan pulsa mencukupi & Nikmati BONUS kuota kota tertentu,YouTube&Nelp.Info 817"
XL-Axiata,Spam,8/14/2018 13:42,"Pkt Xtra Combo Lite 21GB, 30hr, Rp91.900 Anda terhenti krn pulsa tidak cukup utk perpanjangan. Ayo isi pulsa di XL Center,outlet,ATM,Internet/m-Banking."
XL-Axiata,Spam,8/14/2018 16:00,Jadilah Juara! Jangan melewatkan kesempatan bergabung dalam undian berhadiah Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,8/14/2018 16:55,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XLE84A"
XL-Axiata,Spam,8/14/2018 18:01,3 HARI lagi kartu XL Anda akan masuk MASA TENGGANG. Segera ISI ULANG PULSA di outlet/ATM terdekat. Abaikan pesan ini jika sudah isi pulsa. Info 817 XJ005A
XL-Axiata,Spam,8/16/2018 8:28,"XTRA Combo 1GB+1GB, 30hr, 25rb sdh aktif. Nikmati 1GB Internet + 1GB YouTube 00-24 & tanpa kuota di jam 01-06 + 20mnt semua operator s.d 15/09/2018 jam 00:00"
XL-Axiata,Spam,8/16/2018 8:46,"Isi ulang Rp50000.0 berhasil. Kode transaksi 97090816537643. Registrasi ulang nomor XL-mu, cek di *123*4444#"
XL-Axiata,Spam,8/16/2018 8:51,Sudah cek penawaran spesial hari ini? Cek *123# sekarang dan ambil penawarannya ! XFO10A
XL-Axiata,Spam,8/16/2018 10:09,"No XL Anda tlh msk masa tenggang Segera isi ulang min Rp5rb agar pulsa dan kuota Anda tidak hangus,BONUS internet 1GB utk 7hr. XAT04H"
XL-Axiata,Spam,8/16/2018 13:13,"Pkt Xtra Combo Lite 21GB, 30hr sdh aktif. Nikmati 12GB+8GB(4G), Bonus Kuota 4GB(4G)kota tertentu, 1GB Youtube &15mnt semua operator s.d 15-09-18 00:00."
XL-Axiata,Spam,8/18/2018 14:39,"Telp, SMS, browsing dan chatting sepuasnya dengan paket sesuai keinginan Anda. Cari sekarang di *123#. Info 817 XAS01C"
XL-Axiata,Spam,8/20/2018 15:32,Jadilah Juara! Jangan melewatkan kesempatan bergabung dalam undian berhadiah Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF16A
XL-Axiata,Spam,8/20/2018 16:38,Pilih paket XL yang paling sesuai kebutuhan Anda! Cek di *123# sekarang! Info 817 XAS06A
XL-Axiata,Spam,8/21/2018 16:27,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,8/21/2018 16:36,"Aneka paket internet hemat, bisa Anda temukan sekarang di *123#. Info 817 XAS06B"
XL-Axiata,Spam,8/23/2018 12:26,*BEBAS NELPON* Kartu XL SUPER NGOBROL Anda BEBAS Nelp 24jam ke sesama XL. Ayo pakai XL untuk Nelp TANPA BATAS ke orang tersayang. Info 817 XNZ24B
XL-Axiata,Spam,8/23/2018 12:58,"Terima kasih telah memilih XL sbg alat komunikasi Anda! Untuk Cek Pulsa, Info Kartu & Paket DISKON cek di *123# atau aplikasi MyXL! Call Center di 817 XNZ26A"
XL-Axiata,Spam,8/23/2018 13:32,Jadilah Juara! Jangan melewatkan kesempatan bergabung dalam undian berhadiah Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! PFF11A
XL-Axiata,Spam,8/27/2018 8:38,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,8/29/2018 9:48,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,9/3/2018 8:37,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,9/3/2018 17:53,"Tunggu kejutan dari XL Axiata di Hari Pelanggan Nasional tanggal 4 Sept'18 besok! Cek *123#, Aplikasi myXL & AXISnet BR006A"
XL-Axiata,Spam,9/3/2018 18:01,"Tunggu kejutan dari XL Axiata di Hari Pelanggan Nasional tanggal 4 Sept'18 besok! Cek *123#, Aplikasi myXL & AXISnet BR006A"
XL-Axiata,Spam,9/4/2018 8:40,"Nikmati Layanan GRATIS Khusus Hari Pelanggan Nasional 4Sep18. Cek*123#,myXL& AXISnet.Terima ksh atas kesetiaan anda dg XL Axiata.Info: bit.ly/HPNXLAXIATA BR006K"
XL-Axiata,Spam,9/4/2018 13:14,"Nikmati Layanan GRATIS Khusus Hari Pelanggan Nasional 4Sep18. Cek*123#,myXL& AXISnet.Terima ksh atas kesetiaan anda dg XL Axiata.Info: bit.ly/HPNXLAXIATA BR006M"
XL-Axiata,Spam,9/5/2018 11:01,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57A"
XL-Axiata,Spam,9/5/2018 17:19,"Winner winner chicken dinner! Cukup Top Up PUBG Mobile dengan pulsa XL, kamu bisa mendapatkan bonus UC. Beli UC di http://bit.ly/2LfY9Tq . VA800A"
XL-Axiata,Spam,9/6/2018 17:35,"Bingung mau membuat org tersayang bahagia? Makanya bagi PULSA km ke mereka skrng juga. Caranya? ktk BAGI(spasi)Jmlh Pulsa, krm ke no penerima. INFO 817 VA802D"
XL-Axiata,Spam,9/7/2018 9:33,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp10rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR57F"
XL-Axiata,Spam,9/10/2018 15:27,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR40A"
XL-Axiata,Spam,9/12/2018 16:51,"Pkt XTRA Combo 1GB+1GB, 30hr, Rp25rb akan diperpanjang tgl 14-Sep-18 jam 23:59. Pastikan pulsa Anda sudah mencukupi. Info 817"
XL-Axiata,Spam,9/12/2018 16:56,"Pkt Xtra Combo Lite 21GB, 30hr, 91.900 akan diperpanjang pd 14-Sep-18 23:59.Pastikan pulsa mencukupi & Nikmati BONUS kuota kota tertentu,YouTube&Nelp.Info 817"
XL-Axiata,Spam,9/13/2018 12:41,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR40A"
XL-Axiata,Spam,9/13/2018 14:58,Cuma XL yg selalu ada utk membantumu terhubung dg kerabat dan teman2! Yuk isi ulang dan nikmati terus tarif hemat utk pelanggan setia XL! Info817 XAS01A
XL-Axiata,Spam,9/14/2018 16:51,"Pkt Xtra Combo Lite 21GB, 30hr, 91.900 diperpanjang pd jam 23:59. Pastikan pulsa mencukupi & Nikmati BONUS kuota kota tertentu,YouTube&Nelp.Info 817"
XL-Axiata,Spam,9/14/2018 16:56,"Pkt XTRA Combo 1GB+1GB, 30hr, Rp25rb akan diperpanjang jam 12 malam ini. Pastikan pulsa Anda sudah mencukupi. Info 817"
XL-Axiata,Spam,9/15/2018 2:28,"Pkt Xtra Combo Lite 21GB, 30hr, Rp91.900 Anda terhenti krn pulsa tidak cukup utk perpanjangan. Ayo isi pulsa di XL Center,outlet,ATM,Internet/m-Banking."
XL-Axiata,Spam,9/15/2018 3:39,"XTRA Combo 1GB+1GB,30hr,25rb diperpanjang s.d 15/10/2018 00:00. Nikmati Internetan,YouTube,nelp semua operator &akumulasi sisa kuota internet. Cek kuota di myXL"
XL-Axiata,Spam,9/15/2018 21:36,"Pkt Xtra Combo Lite 21GB, 30hr sdh aktif. Nikmati 12GB+8GB(4G), Bonus Kuota 4GB(4G)kota tertentu, 1GB Youtube &15mnt semua operator s.d 15-10-18 00:00."
XL-Axiata,Spam,9/16/2018 15:18,Sudah seminggu lebih kamu blm kunjungi *123# lagi. Cek penawaran spesial untukmu di 3 menu teratas karena hari ini ada kejutan untukmu! Info 817 XFO31C
XL-Axiata,Spam,9/18/2018 16:10,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,9/18/2018 16:43,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,9/19/2018 7:00,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11B
XL-Axiata,Spam,9/19/2018 10:14,"Terima kasih telah memilih XL sbg alat komunikasi Anda! Untuk Cek Pulsa, Info Kartu & Paket DISKON cek di *123# atau aplikasi MyXL! Call Center di 817 XNZ26A"
XL-Axiata,Spam,9/19/2018 16:26,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,9/20/2018 3:06,"Isi ulang Rp25000.0 berhasil. Kode transaksi 55310920402703. Registrasi ulang nomor XL-mu, cek di *123*4444#"
XL-Axiata,Spam,9/20/2018 3:10,Sudah cek penawaran spesial hari ini? Cek *123# sekarang dan ambil penawarannya ! XFO10A
XL-Axiata,Spam,9/20/2018 3:10,"Anda akan mendapatkan paket Bonus iflix & Netflix 1GB, 7hr. Cek paket di *123# atau myxl. Info syarat & ketentuan program di xl.co.id/reload . XP607A"
XL-Axiata,Spam,9/20/2018 11:18,*BEBAS NELPON* Kartu XL SUPER NGOBROL Anda BEBAS Nelp 24jam ke sesama XL. Ayo pakai XL untuk Nelp TANPA BATAS ke orang tersayang. Info 817 XNZ24A
XL-Axiata,Spam,9/20/2018 12:18,"Terima kasih telah memilih XL sbg alat komunikasi Anda! Untuk Cek Pulsa, Info Kartu & Paket DISKON cek di *123# atau aplikasi MyXL! Call Center di 817 XNZ26A"
XL-Axiata,Spam,9/20/2018 12:22,"**TERBAIK UNTUKMU**
 
 
 
 Cek penawaran terbaik & kejutan spesial XL untukmu setiap harinya di *123#! Pantau & ikuti terus 3 menu teratas di HPmu! Info817 XFO12A"
XL-Axiata,Spam,9/20/2018 12:22,*BEBAS NELPON* Kartu XL SUPER NGOBROL Anda BEBAS Nelp 24jam ke sesama XL. Ayo pakai XL untuk Nelp TANPA BATAS ke orang tersayang. Info 817 XNZ24B
XL-Axiata,Spam,9/21/2018 15:41,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR30A"
XL-Axiata,Spam,9/22/2018 14:54,"Telp, SMS, browsing dan chatting sepuasnya dengan paket sesuai keinginan Anda. Cari sekarang di *123#. Info 817 XAS01C"
XL-Axiata,Spam,9/24/2018 9:54,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR30A"
XL-Axiata,Spam,9/24/2018 17:18,Pilih paket XL yang paling sesuai kebutuhan Anda! Cek di *123# sekarang! Info 817 XAS06A
XL-Axiata,Spam,9/26/2018 10:21,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR30A"
XL-Axiata,Spam,9/28/2018 9:19,Paket Bonus iflix & Netflix Anda sudah berakhir. Ayo isi ulang pulsa via Bank untuk dapatkan Paket Bonus iflix 1GB. Info 817.
XL-Axiata,Spam,9/28/2018 10:32,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR30A"
XL-Axiata,Spam,9/28/2018 11:08,Jadilah Juara! Jgn melewatkan kesempatan bergabung dlm undian berhadiah Samsung S9+ TANPA BIAYA! Tekan *123*444*1# skrg! Info: xl.co.id/xtravaganza XPF02A
XL-Axiata,Spam,9/28/2018 16:40,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,9/29/2018 3:55,"Isi ulang Rp50000.0 berhasil. Kode transaksi 55310929791770. Registrasi ulang nomor XL-mu, cek di *123*4444#"
XL-Axiata,Spam,9/29/2018 3:59,Sudah cek penawaran spesial hari ini? Cek *123# sekarang dan ambil penawarannya ! XFO10A
XL-Axiata,Spam,9/29/2018 4:00,"Anda akan mendapatkan paket Bonus iflix & Netflix 1GB, 7hr. Cek paket di *123# atau myxl. Info syarat & ketentuan program di xl.co.id/reload . XP607A"
XL-Axiata,Spam,9/29/2018 17:19,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,9/30/2018 14:43,Terima kasih telah menjadi pelanggan setia XL. Pastikan pulsa Anda selalu cukup untuk kelancaran berkomunikasi. Cek pulsa di *123#. Info 817 XAS01D
XL-Axiata,Spam,9/30/2018 16:12,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,9/30/2018 16:17,Sudah seminggu lebih kamu blm kunjungi *123# lagi. Cek penawaran spesial untukmu di 3 menu teratas karena hari ini ada kejutan untukmu! Info 817 XFO31C
XL-Axiata,Spam,10/1/2018 9:42,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR30A"
XL-Axiata,Spam,10/1/2018 10:39,Jadilah Juara! Jgn melewatkan kesempatan bergabung dlm undian berhadiah Samsung S9+ TANPA BIAYA! Tekan *123*444*1# skrg! Info: xl.co.id/xtravaganza XPF02A
XL-Axiata,Spam,10/1/2018 12:39,"Isi ulang Rp50000.0 berhasil. Kode transaksi 55311001898368. Registrasi ulang nomor XL-mu, cek di *123*4444#"
XL-Axiata,Spam,10/1/2018 12:42,Sudah cek penawaran spesial hari ini? Cek *123# sekarang dan ambil penawarannya ! XFO10A
XL-Axiata,Spam,10/3/2018 9:56,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR30A"
XL-Axiata,Spam,10/3/2018 11:37,Jadilah Juara! Jangan melewatkan kesempatan bergabung dalam undian berhadiah Samsung S9+ TANPA BIAYA dari XL! Tekan *123*444*1# skrg! XPF02B
XL-Axiata,Spam,10/3/2018 16:48,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,10/4/2018 13:13,Jadilah Juara! Jgn melewatkan kesempatan bergabung dlm undian berhadiah Samsung S9+ TANPA BIAYA! Tekan *123*444*1# skrg! Info: xl.co.id/xtravaganza XPF02A
XL-Axiata,Spam,10/4/2018 16:32,Sudah lihat penawaran spesial hari ini? Cek *123# sekarang! XFO11A
XL-Axiata,Spam,10/5/2018 10:22,"Anda mendptkan BONUS Internet 500MB utk 7hr,segera aktifkan dgn isi ulang pulsa min Rp5rb HARI INI. Cek *123# utk promo terbaik Anda. Info 817. XNR30A"
